Order_Date,Order_DateN,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Name_Short,Week_Number,Weekday,Weekday_Name,Weekday_Name_Short
01-Dec-12 12:00:00 AM,2012-12-01,2012-12-01,2012.0,4,Q4,12,December,Dec,48,6,Saturday,Sat
8/13/2014,2014-08-13,2014-08-13,2014.0,3,Q3,8,August,Aug,33,3,Wednesday,Wed
03-Jun-14 12:00:00 AM,2014-06-03,2014-06-03,2014.0,2,Q2,6,June,Jun,23,2,Tuesday,Tue
01-Oct-14 12:00:00 AM,2014-10-01,2014-10-01,2014.0,4,Q4,10,October,Oct,40,3,Wednesday,Wed
8/13/2014,2014-08-13,2014-08-13,2014.0,3,Q3,8,August,Aug,33,3,Wednesday,Wed
06-Sep-11 12:00:00 AM,2011-09-06,2011-09-06,2011.0,3,Q3,9,September,Sep,36,2,Tuesday,Tue
11-Aug-12 12:00:00 AM,2012-08-11,2012-08-11,2012.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
08-Dec-13 12:00:00 AM,2013-12-08,2013-12-08,2013.0,4,Q4,12,December,Dec,49,7,Sunday,Sun
10/14/2011,2011-10-14,2011-10-14,2011.0,4,Q4,10,October,Oct,41,5,Friday,Fri
03-Feb-12 12:00:00 AM,2012-02-03,2012-02-03,2012.0,1,Q1,2,February,Feb,5,5,Friday,Fri
6/25/2013,2013-06-25,2013-06-25,2013.0,2,Q2,6,June,Jun,26,2,Tuesday,Tue
10/20/2014,2014-10-20,2014-10-20,2014.0,4,Q4,10,October,Oct,43,1,Monday,Mon
5/29/2014,2014-05-29,2014-05-29,2014.0,2,Q2,5,May,May,22,4,Thursday,Thu
12/19/2013,2013-12-19,2013-12-19,2013.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
6/21/2013,2013-06-21,2013-06-21,2013.0,2,Q2,6,June,Jun,25,5,Friday,Fri
02-Oct-14 12:00:00 AM,2014-10-02,2014-10-02,2014.0,4,Q4,10,October,Oct,40,4,Thursday,Thu
07-Oct-14 12:00:00 AM,2014-10-07,2014-10-07,2014.0,4,Q4,10,October,Oct,41,2,Tuesday,Tue
12/17/2012,2012-12-17,2012-12-17,2012.0,4,Q4,12,December,Dec,51,1,Monday,Mon
12/23/2013,2013-12-23,2013-12-23,2013.0,4,Q4,12,December,Dec,52,1,Monday,Mon
06-Feb-13 12:00:00 AM,2013-02-06,2013-02-06,2013.0,1,Q1,2,February,Feb,6,3,Wednesday,Wed
09-May-14 12:00:00 AM,2014-05-09,2014-05-09,2014.0,2,Q2,5,May,May,19,5,Friday,Fri
06-Apr-13 12:00:00 AM,2013-04-06,2013-04-06,2013.0,2,Q2,4,April,Apr,14,6,Saturday,Sat
10/17/2011,2011-10-17,2011-10-17,2011.0,4,Q4,10,October,Oct,42,1,Monday,Mon
8/18/2014,2014-08-18,2014-08-18,2014.0,3,Q3,8,August,Aug,34,1,Monday,Mon
11-Jul-14 12:00:00 AM,2014-07-11,2014-07-11,2014.0,3,Q3,7,July,Jul,28,5,Friday,Fri
4/21/2014,2014-04-21,2014-04-21,2014.0,2,Q2,4,April,Apr,17,1,Monday,Mon
12/20/2011,2011-12-20,2011-12-20,2011.0,4,Q4,12,December,Dec,51,2,Tuesday,Tue
9/20/2014,2014-09-20,2014-09-20,2014.0,3,Q3,9,September,Sep,38,6,Saturday,Sat
12-Apr-13 12:00:00 AM,2013-04-12,2013-04-12,2013.0,2,Q2,4,April,Apr,15,5,Friday,Fri
4/30/2013,2013-04-30,2013-04-30,2013.0,2,Q2,4,April,Apr,18,2,Tuesday,Tue
4/24/2012,2012-04-24,2012-04-24,2012.0,2,Q2,4,April,Apr,17,2,Tuesday,Tue
6/24/2014,2014-06-24,2014-06-24,2014.0,2,Q2,6,June,Jun,26,2,Tuesday,Tue
10-Mar-14 12:00:00 AM,2014-03-10,2014-03-10,2014.0,1,Q1,3,March,Mar,11,1,Monday,Mon
9/29/2011,2011-09-29,2011-09-29,2011.0,3,Q3,9,September,Sep,39,4,Thursday,Thu
11-Aug-11 12:00:00 AM,2011-08-11,2011-08-11,2011.0,3,Q3,8,August,Aug,32,4,Thursday,Thu
10-Jan-11 12:00:00 AM,2011-01-10,2011-01-10,2011.0,1,Q1,1,January,Jan,2,1,Monday,Mon
06-Sep-14 12:00:00 AM,2014-09-06,2014-09-06,2014.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
11-Jun-12 12:00:00 AM,2012-06-11,2012-06-11,2012.0,2,Q2,6,June,Jun,24,1,Monday,Mon
4/13/2013,2013-04-13,2013-04-13,2013.0,2,Q2,4,April,Apr,15,6,Saturday,Sat
08-Jun-13 12:00:00 AM,2013-06-08,2013-06-08,2013.0,2,Q2,6,June,Jun,23,6,Saturday,Sat
7/13/2014,2014-07-13,2014-07-13,2014.0,3,Q3,7,July,Jul,28,7,Sunday,Sun
08-Dec-13 12:00:00 AM,2013-12-08,2013-12-08,2013.0,4,Q4,12,December,Dec,49,7,Sunday,Sun
12-Apr-14 12:00:00 AM,2014-04-12,2014-04-12,2014.0,2,Q2,4,April,Apr,15,6,Saturday,Sat
08-Jan-13 12:00:00 AM,2013-01-08,2013-01-08,2013.0,1,Q1,1,January,Jan,2,2,Tuesday,Tue
4/18/2012,2012-04-18,2012-04-18,2012.0,2,Q2,4,April,Apr,16,3,Wednesday,Wed
10/21/2014,2014-10-21,2014-10-21,2014.0,4,Q4,10,October,Oct,43,2,Tuesday,Tue
05-Apr-14 12:00:00 AM,2014-04-05,2014-04-05,2014.0,2,Q2,4,April,Apr,14,6,Saturday,Sat
6/18/2011,2011-06-18,2011-06-18,2011.0,2,Q2,6,June,Jun,24,6,Saturday,Sat
12/19/2013,2013-12-19,2013-12-19,2013.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
07-Jan-12 12:00:00 AM,2012-01-07,2012-01-07,2012.0,1,Q1,1,January,Jan,1,6,Saturday,Sat
3/21/2014,2014-03-21,2014-03-21,2014.0,1,Q1,3,March,Mar,12,5,Friday,Fri
03-Nov-14 12:00:00 AM,2014-11-03,2014-11-03,2014.0,4,Q4,11,November,Nov,45,1,Monday,Mon
7/24/2014,2014-07-24,2014-07-24,2014.0,3,Q3,7,July,Jul,30,4,Thursday,Thu
09-Apr-14 12:00:00 AM,2014-04-09,2014-04-09,2014.0,2,Q2,4,April,Apr,15,3,Wednesday,Wed
08-Aug-14 12:00:00 AM,2014-08-08,2014-08-08,2014.0,3,Q3,8,August,Aug,32,5,Friday,Fri
10/29/2013,2013-10-29,2013-10-29,2013.0,4,Q4,10,October,Oct,44,2,Tuesday,Tue
7/29/2013,2013-07-29,2013-07-29,2013.0,3,Q3,7,July,Jul,31,1,Monday,Mon
12-Jul-12 12:00:00 AM,2012-07-12,2012-07-12,2012.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
3/14/2014,2014-03-14,2014-03-14,2014.0,1,Q1,3,March,Mar,11,5,Friday,Fri
7/20/2013,2013-07-20,2013-07-20,2013.0,3,Q3,7,July,Jul,29,6,Saturday,Sat
11/29/2013,2013-11-29,2013-11-29,2013.0,4,Q4,11,November,Nov,48,5,Friday,Fri
07-Sep-13 12:00:00 AM,2013-09-07,2013-09-07,2013.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
11/18/2014,2014-11-18,2014-11-18,2014.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
06-Feb-14 12:00:00 AM,2014-02-06,2014-02-06,2014.0,1,Q1,2,February,Feb,6,4,Thursday,Thu
10/13/2011,2011-10-13,2011-10-13,2011.0,4,Q4,10,October,Oct,41,4,Thursday,Thu
08-Dec-11 12:00:00 AM,2011-12-08,2011-12-08,2011.0,4,Q4,12,December,Dec,49,4,Thursday,Thu
9/22/2014,2014-09-22,2014-09-22,2014.0,3,Q3,9,September,Sep,39,1,Monday,Mon
10/22/2013,2013-10-22,2013-10-22,2013.0,4,Q4,10,October,Oct,43,2,Tuesday,Tue
11/21/2011,2011-11-21,2011-11-21,2011.0,4,Q4,11,November,Nov,47,1,Monday,Mon
5/19/2012,2012-05-19,2012-05-19,2012.0,2,Q2,5,May,May,20,6,Saturday,Sat
5/30/2013,2013-05-30,2013-05-30,2013.0,2,Q2,5,May,May,22,4,Thursday,Thu
4/17/2014,2014-04-17,2014-04-17,2014.0,2,Q2,4,April,Apr,16,4,Thursday,Thu
06-Oct-14 12:00:00 AM,2014-10-06,2014-10-06,2014.0,4,Q4,10,October,Oct,41,1,Monday,Mon
03-Nov-14 12:00:00 AM,2014-11-03,2014-11-03,2014.0,4,Q4,11,November,Nov,45,1,Monday,Mon
11/30/2012,2012-11-30,2012-11-30,2012.0,4,Q4,11,November,Nov,48,5,Friday,Fri
8/20/2012,2012-08-20,2012-08-20,2012.0,3,Q3,8,August,Aug,34,1,Monday,Mon
05-Jul-14 12:00:00 AM,2014-07-05,2014-07-05,2014.0,3,Q3,7,July,Jul,27,6,Saturday,Sat
05-Oct-11 12:00:00 AM,2011-10-05,2011-10-05,2011.0,4,Q4,10,October,Oct,40,3,Wednesday,Wed
5/30/2014,2014-05-30,2014-05-30,2014.0,2,Q2,5,May,May,22,5,Friday,Fri
09-Nov-12 12:00:00 AM,2012-11-09,2012-11-09,2012.0,4,Q4,11,November,Nov,45,5,Friday,Fri
8/20/2013,2013-08-20,2013-08-20,2013.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
12-Oct-14 12:00:00 AM,2014-10-12,2014-10-12,2014.0,4,Q4,10,October,Oct,41,7,Sunday,Sun
06-Oct-11 12:00:00 AM,2011-10-06,2011-10-06,2011.0,4,Q4,10,October,Oct,40,4,Thursday,Thu
1/29/2014,2014-01-29,2014-01-29,2014.0,1,Q1,1,January,Jan,5,3,Wednesday,Wed
5/16/2014,2014-05-16,2014-05-16,2014.0,2,Q2,5,May,May,20,5,Friday,Fri
09-Sep-11 12:00:00 AM,2011-09-09,2011-09-09,2011.0,3,Q3,9,September,Sep,36,5,Friday,Fri
12-Mar-12 12:00:00 AM,2012-03-12,2012-03-12,2012.0,1,Q1,3,March,Mar,11,1,Monday,Mon
5/30/2013,2013-05-30,2013-05-30,2013.0,2,Q2,5,May,May,22,4,Thursday,Thu
12-Jun-11 12:00:00 AM,2011-06-12,2011-06-12,2011.0,2,Q2,6,June,Jun,23,7,Sunday,Sun
9/28/2012,2012-09-28,2012-09-28,2012.0,3,Q3,9,September,Sep,39,5,Friday,Fri
11/19/2013,2013-11-19,2013-11-19,2013.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
02-Nov-14 12:00:00 AM,2014-11-02,2014-11-02,2014.0,4,Q4,11,November,Nov,44,7,Sunday,Sun
5/31/2013,2013-05-31,2013-05-31,2013.0,2,Q2,5,May,May,22,5,Friday,Fri
10/16/2014,2014-10-16,2014-10-16,2014.0,4,Q4,10,October,Oct,42,4,Thursday,Thu
3/17/2014,2014-03-17,2014-03-17,2014.0,1,Q1,3,March,Mar,12,1,Monday,Mon
12/14/2012,2012-12-14,2012-12-14,2012.0,4,Q4,12,December,Dec,50,5,Friday,Fri
09-Feb-11 12:00:00 AM,2011-02-09,2011-02-09,2011.0,1,Q1,2,February,Feb,6,3,Wednesday,Wed
9/22/2011,2011-09-22,2011-09-22,2011.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
08-Jul-14 12:00:00 AM,2014-07-08,2014-07-08,2014.0,3,Q3,7,July,Jul,28,2,Tuesday,Tue
4/26/2013,2013-04-26,2013-04-26,2013.0,2,Q2,4,April,Apr,17,5,Friday,Fri
03-Jan-11 12:00:00 AM,2011-01-03,2011-01-03,2011.0,1,Q1,1,January,Jan,1,1,Monday,Mon
8/20/2013,2013-08-20,2013-08-20,2013.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
11/20/2014,2014-11-20,2014-11-20,2014.0,4,Q4,11,November,Nov,47,4,Thursday,Thu
11/16/2012,2012-11-16,2012-11-16,2012.0,4,Q4,11,November,Nov,46,5,Friday,Fri
12/29/2014,2014-12-29,2014-12-29,2014.0,4,Q4,12,December,Dec,1,1,Monday,Mon
09-Dec-14 12:00:00 AM,2014-12-09,2014-12-09,2014.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
11-Sep-11 12:00:00 AM,2011-09-11,2011-09-11,2011.0,3,Q3,9,September,Sep,36,7,Sunday,Sun
10-Aug-14 12:00:00 AM,2014-08-10,2014-08-10,2014.0,3,Q3,8,August,Aug,32,7,Sunday,Sun
8/27/2013,2013-08-27,2013-08-27,2013.0,3,Q3,8,August,Aug,35,2,Tuesday,Tue
10-Sep-13 12:00:00 AM,2013-09-10,2013-09-10,2013.0,3,Q3,9,September,Sep,37,2,Tuesday,Tue
8/27/2011,2011-08-27,2011-08-27,2011.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
6/24/2011,2011-06-24,2011-06-24,2011.0,2,Q2,6,June,Jun,25,5,Friday,Fri
8/25/2012,2012-08-25,2012-08-25,2012.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
12-Apr-13 12:00:00 AM,2013-04-12,2013-04-12,2013.0,2,Q2,4,April,Apr,15,5,Friday,Fri
8/15/2012,2012-08-15,2012-08-15,2012.0,3,Q3,8,August,Aug,33,3,Wednesday,Wed
10-Oct-14 12:00:00 AM,2014-10-10,2014-10-10,2014.0,4,Q4,10,October,Oct,41,5,Friday,Fri
7/23/2013,2013-07-23,2013-07-23,2013.0,3,Q3,7,July,Jul,30,2,Tuesday,Tue
4/16/2013,2013-04-16,2013-04-16,2013.0,2,Q2,4,April,Apr,16,2,Tuesday,Tue
6/28/2013,2013-06-28,2013-06-28,2013.0,2,Q2,6,June,Jun,26,5,Friday,Fri
7/26/2011,2011-07-26,2011-07-26,2011.0,3,Q3,7,July,Jul,30,2,Tuesday,Tue
07-Oct-14 12:00:00 AM,2014-10-07,2014-10-07,2014.0,4,Q4,10,October,Oct,41,2,Tuesday,Tue
08-Aug-11 12:00:00 AM,2011-08-08,2011-08-08,2011.0,3,Q3,8,August,Aug,32,1,Monday,Mon
6/22/2011,2011-06-22,2011-06-22,2011.0,2,Q2,6,June,Jun,25,3,Wednesday,Wed
12/27/2014,2014-12-27,2014-12-27,2014.0,4,Q4,12,December,Dec,52,6,Saturday,Sat
12/29/2014,2014-12-29,2014-12-29,2014.0,4,Q4,12,December,Dec,1,1,Monday,Mon
8/16/2014,2014-08-16,2014-08-16,2014.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
8/18/2014,2014-08-18,2014-08-18,2014.0,3,Q3,8,August,Aug,34,1,Monday,Mon
8/30/2014,2014-08-30,2014-08-30,2014.0,3,Q3,8,August,Aug,35,6,Saturday,Sat
05-Jun-13 12:00:00 AM,2013-06-05,2013-06-05,2013.0,2,Q2,6,June,Jun,23,3,Wednesday,Wed
10/20/2012,2012-10-20,2012-10-20,2012.0,4,Q4,10,October,Oct,42,6,Saturday,Sat
8/15/2013,2013-08-15,2013-08-15,2013.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
05-Jun-11 12:00:00 AM,2011-06-05,2011-06-05,2011.0,2,Q2,6,June,Jun,22,7,Sunday,Sun
9/26/2013,2013-09-26,2013-09-26,2013.0,3,Q3,9,September,Sep,39,4,Thursday,Thu
06-Apr-13 12:00:00 AM,2013-04-06,2013-04-06,2013.0,2,Q2,4,April,Apr,14,6,Saturday,Sat
10-May-13 12:00:00 AM,2013-05-10,2013-05-10,2013.0,2,Q2,5,May,May,19,5,Friday,Fri
07-Jul-11 12:00:00 AM,2011-07-07,2011-07-07,2011.0,3,Q3,7,July,Jul,27,4,Thursday,Thu
7/30/2014,2014-07-30,2014-07-30,2014.0,3,Q3,7,July,Jul,31,3,Wednesday,Wed
6/27/2013,2013-06-27,2013-06-27,2013.0,2,Q2,6,June,Jun,26,4,Thursday,Thu
11/22/2011,2011-11-22,2011-11-22,2011.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
11/15/2014,2014-11-15,2014-11-15,2014.0,4,Q4,11,November,Nov,46,6,Saturday,Sat
12/17/2013,2013-12-17,2013-12-17,2013.0,4,Q4,12,December,Dec,51,2,Tuesday,Tue
6/22/2012,2012-06-22,2012-06-22,2012.0,2,Q2,6,June,Jun,25,5,Friday,Fri
12-Jan-14 12:00:00 AM,2014-01-12,2014-01-12,2014.0,1,Q1,1,January,Jan,2,7,Sunday,Sun
04-May-13 12:00:00 AM,2013-05-04,2013-05-04,2013.0,2,Q2,5,May,May,18,6,Saturday,Sat
06-Jan-11 12:00:00 AM,2011-01-06,2011-01-06,2011.0,1,Q1,1,January,Jan,1,4,Thursday,Thu
3/13/2014,2014-03-13,2014-03-13,2014.0,1,Q1,3,March,Mar,11,4,Thursday,Thu
12/13/2011,2011-12-13,2011-12-13,2011.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
06-Nov-12 12:00:00 AM,2012-11-06,2012-11-06,2012.0,4,Q4,11,November,Nov,45,2,Tuesday,Tue
3/23/2012,2012-03-23,2012-03-23,2012.0,1,Q1,3,March,Mar,12,5,Friday,Fri
09-Apr-14 12:00:00 AM,2014-04-09,2014-04-09,2014.0,2,Q2,4,April,Apr,15,3,Wednesday,Wed
04-Jun-13 12:00:00 AM,2013-06-04,2013-06-04,2013.0,2,Q2,6,June,Jun,23,2,Tuesday,Tue
3/28/2011,2011-03-28,2011-03-28,2011.0,1,Q1,3,March,Mar,13,1,Monday,Mon
9/24/2012,2012-09-24,2012-09-24,2012.0,3,Q3,9,September,Sep,39,1,Monday,Mon
10/24/2014,2014-10-24,2014-10-24,2014.0,4,Q4,10,October,Oct,43,5,Friday,Fri
4/22/2012,2012-04-22,2012-04-22,2012.0,2,Q2,4,April,Apr,16,7,Sunday,Sun
06-Jul-11 12:00:00 AM,2011-07-06,2011-07-06,2011.0,3,Q3,7,July,Jul,27,3,Wednesday,Wed
12/30/2014,2014-12-30,2014-12-30,2014.0,4,Q4,12,December,Dec,1,2,Tuesday,Tue
01-Oct-13 12:00:00 AM,2013-10-01,2013-10-01,2013.0,4,Q4,10,October,Oct,40,2,Tuesday,Tue
12/23/2011,2011-12-23,2011-12-23,2011.0,4,Q4,12,December,Dec,51,5,Friday,Fri
8/28/2014,2014-08-28,2014-08-28,2014.0,3,Q3,8,August,Aug,35,4,Thursday,Thu
09-Apr-12 12:00:00 AM,2012-04-09,2012-04-09,2012.0,2,Q2,4,April,Apr,15,1,Monday,Mon
7/31/2013,2013-07-31,2013-07-31,2013.0,3,Q3,7,July,Jul,31,3,Wednesday,Wed
5/24/2013,2013-05-24,2013-05-24,2013.0,2,Q2,5,May,May,21,5,Friday,Fri
8/18/2011,2011-08-18,2011-08-18,2011.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
5/26/2014,2014-05-26,2014-05-26,2014.0,2,Q2,5,May,May,22,1,Monday,Mon
9/17/2013,2013-09-17,2013-09-17,2013.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
8/20/2014,2014-08-20,2014-08-20,2014.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
6/20/2012,2012-06-20,2012-06-20,2012.0,2,Q2,6,June,Jun,25,3,Wednesday,Wed
2/25/2014,2014-02-25,2014-02-25,2014.0,1,Q1,2,February,Feb,9,2,Tuesday,Tue
11-Jul-13 12:00:00 AM,2013-07-11,2013-07-11,2013.0,3,Q3,7,July,Jul,28,4,Thursday,Thu
6/13/2013,2013-06-13,2013-06-13,2013.0,2,Q2,6,June,Jun,24,4,Thursday,Thu
7/27/2011,2011-07-27,2011-07-27,2011.0,3,Q3,7,July,Jul,30,3,Wednesday,Wed
03-Apr-14 12:00:00 AM,2014-04-03,2014-04-03,2014.0,2,Q2,4,April,Apr,14,4,Thursday,Thu
09-Apr-14 12:00:00 AM,2014-04-09,2014-04-09,2014.0,2,Q2,4,April,Apr,15,3,Wednesday,Wed
12/29/2014,2014-12-29,2014-12-29,2014.0,4,Q4,12,December,Dec,1,1,Monday,Mon
5/22/2014,2014-05-22,2014-05-22,2014.0,2,Q2,5,May,May,21,4,Thursday,Thu
05-Mar-13 12:00:00 AM,2013-03-05,2013-03-05,2013.0,1,Q1,3,March,Mar,10,2,Tuesday,Tue
09-Oct-14 12:00:00 AM,2014-10-09,2014-10-09,2014.0,4,Q4,10,October,Oct,41,4,Thursday,Thu
3/18/2014,2014-03-18,2014-03-18,2014.0,1,Q1,3,March,Mar,12,2,Tuesday,Tue
6/24/2011,2011-06-24,2011-06-24,2011.0,2,Q2,6,June,Jun,25,5,Friday,Fri
7/14/2014,2014-07-14,2014-07-14,2014.0,3,Q3,7,July,Jul,29,1,Monday,Mon
4/19/2013,2013-04-19,2013-04-19,2013.0,2,Q2,4,April,Apr,16,5,Friday,Fri
12/25/2014,2014-12-25,2014-12-25,2014.0,4,Q4,12,December,Dec,52,4,Thursday,Thu
9/26/2014,2014-09-26,2014-09-26,2014.0,3,Q3,9,September,Sep,39,5,Friday,Fri
6/21/2011,2011-06-21,2011-06-21,2011.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
12/19/2011,2011-12-19,2011-12-19,2011.0,4,Q4,12,December,Dec,51,1,Monday,Mon
4/18/2014,2014-04-18,2014-04-18,2014.0,2,Q2,4,April,Apr,16,5,Friday,Fri
11-Dec-14 12:00:00 AM,2014-12-11,2014-12-11,2014.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
12/16/2014,2014-12-16,2014-12-16,2014.0,4,Q4,12,December,Dec,51,2,Tuesday,Tue
5/19/2014,2014-05-19,2014-05-19,2014.0,2,Q2,5,May,May,21,1,Monday,Mon
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
9/18/2012,2012-09-18,2012-09-18,2012.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
9/19/2014,2014-09-19,2014-09-19,2014.0,3,Q3,9,September,Sep,38,5,Friday,Fri
1/13/2014,2014-01-13,2014-01-13,2014.0,1,Q1,1,January,Jan,3,1,Monday,Mon
2/26/2014,2014-02-26,2014-02-26,2014.0,1,Q1,2,February,Feb,9,3,Wednesday,Wed
10/30/2013,2013-10-30,2013-10-30,2013.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
10/17/2014,2014-10-17,2014-10-17,2014.0,4,Q4,10,October,Oct,42,5,Friday,Fri
5/30/2013,2013-05-30,2013-05-30,2013.0,2,Q2,5,May,May,22,4,Thursday,Thu
12-Dec-14 12:00:00 AM,2014-12-12,2014-12-12,2014.0,4,Q4,12,December,Dec,50,5,Friday,Fri
10/31/2012,2012-10-31,2012-10-31,2012.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
3/27/2014,2014-03-27,2014-03-27,2014.0,1,Q1,3,March,Mar,13,4,Thursday,Thu
10/24/2014,2014-10-24,2014-10-24,2014.0,4,Q4,10,October,Oct,43,5,Friday,Fri
7/25/2014,2014-07-25,2014-07-25,2014.0,3,Q3,7,July,Jul,30,5,Friday,Fri
9/28/2013,2013-09-28,2013-09-28,2013.0,3,Q3,9,September,Sep,39,6,Saturday,Sat
9/27/2014,2014-09-27,2014-09-27,2014.0,3,Q3,9,September,Sep,39,6,Saturday,Sat
12/25/2013,2013-12-25,2013-12-25,2013.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
12/19/2011,2011-12-19,2011-12-19,2011.0,4,Q4,12,December,Dec,51,1,Monday,Mon
6/19/2014,2014-06-19,2014-06-19,2014.0,2,Q2,6,June,Jun,25,4,Thursday,Thu
12/22/2012,2012-12-22,2012-12-22,2012.0,4,Q4,12,December,Dec,51,6,Saturday,Sat
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
1/26/2011,2011-01-26,2011-01-26,2011.0,1,Q1,1,January,Jan,4,3,Wednesday,Wed
2/15/2013,2013-02-15,2013-02-15,2013.0,1,Q1,2,February,Feb,7,5,Friday,Fri
01-Jul-11 12:00:00 AM,2011-07-01,2011-07-01,2011.0,3,Q3,7,July,Jul,26,5,Friday,Fri
09-Dec-12 12:00:00 AM,2012-12-09,2012-12-09,2012.0,4,Q4,12,December,Dec,49,7,Sunday,Sun
8/21/2013,2013-08-21,2013-08-21,2013.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
2/20/2012,2012-02-20,2012-02-20,2012.0,1,Q1,2,February,Feb,8,1,Monday,Mon
12/24/2014,2014-12-24,2014-12-24,2014.0,4,Q4,12,December,Dec,52,3,Wednesday,Wed
06-Nov-13 12:00:00 AM,2013-11-06,2013-11-06,2013.0,4,Q4,11,November,Nov,45,3,Wednesday,Wed
9/16/2013,2013-09-16,2013-09-16,2013.0,3,Q3,9,September,Sep,38,1,Monday,Mon
11/18/2013,2013-11-18,2013-11-18,2013.0,4,Q4,11,November,Nov,47,1,Monday,Mon
1/14/2014,2014-01-14,2014-01-14,2014.0,1,Q1,1,January,Jan,3,2,Tuesday,Tue
11/25/2014,2014-11-25,2014-11-25,2014.0,4,Q4,11,November,Nov,48,2,Tuesday,Tue
7/21/2014,2014-07-21,2014-07-21,2014.0,3,Q3,7,July,Jul,30,1,Monday,Mon
6/16/2014,2014-06-16,2014-06-16,2014.0,2,Q2,6,June,Jun,25,1,Monday,Mon
2/24/2011,2011-02-24,2011-02-24,2011.0,1,Q1,2,February,Feb,8,4,Thursday,Thu
05-Sep-12 12:00:00 AM,2012-09-05,2012-09-05,2012.0,3,Q3,9,September,Sep,36,3,Wednesday,Wed
08-Dec-14 12:00:00 AM,2014-12-08,2014-12-08,2014.0,4,Q4,12,December,Dec,50,1,Monday,Mon
12/16/2014,2014-12-16,2014-12-16,2014.0,4,Q4,12,December,Dec,51,2,Tuesday,Tue
05-Apr-12 12:00:00 AM,2012-04-05,2012-04-05,2012.0,2,Q2,4,April,Apr,14,4,Thursday,Thu
8/19/2014,2014-08-19,2014-08-19,2014.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
6/18/2011,2011-06-18,2011-06-18,2011.0,2,Q2,6,June,Jun,24,6,Saturday,Sat
5/28/2012,2012-05-28,2012-05-28,2012.0,2,Q2,5,May,May,22,1,Monday,Mon
06-Aug-13 12:00:00 AM,2013-08-06,2013-08-06,2013.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
8/25/2014,2014-08-25,2014-08-25,2014.0,3,Q3,8,August,Aug,35,1,Monday,Mon
6/18/2013,2013-06-18,2013-06-18,2013.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
6/20/2013,2013-06-20,2013-06-20,2013.0,2,Q2,6,June,Jun,25,4,Thursday,Thu
6/13/2013,2013-06-13,2013-06-13,2013.0,2,Q2,6,June,Jun,24,4,Thursday,Thu
9/21/2012,2012-09-21,2012-09-21,2012.0,3,Q3,9,September,Sep,38,5,Friday,Fri
5/15/2012,2012-05-15,2012-05-15,2012.0,2,Q2,5,May,May,20,2,Tuesday,Tue
1/29/2014,2014-01-29,2014-01-29,2014.0,1,Q1,1,January,Jan,5,3,Wednesday,Wed
7/29/2013,2013-07-29,2013-07-29,2013.0,3,Q3,7,July,Jul,31,1,Monday,Mon
8/21/2011,2011-08-21,2011-08-21,2011.0,3,Q3,8,August,Aug,33,7,Sunday,Sun
03-Nov-14 12:00:00 AM,2014-11-03,2014-11-03,2014.0,4,Q4,11,November,Nov,45,1,Monday,Mon
9/14/2011,2011-09-14,2011-09-14,2011.0,3,Q3,9,September,Sep,37,3,Wednesday,Wed
02-Dec-13 12:00:00 AM,2013-12-02,2013-12-02,2013.0,4,Q4,12,December,Dec,49,1,Monday,Mon
5/15/2013,2013-05-15,2013-05-15,2013.0,2,Q2,5,May,May,20,3,Wednesday,Wed
11/28/2011,2011-11-28,2011-11-28,2011.0,4,Q4,11,November,Nov,48,1,Monday,Mon
